Timestamp,EventType,ParticipantID,ParticipantAge,ParticipantGender,BlockNumber,TrialNumber,EffortLevel,RequiredPresses,DecisionType,DecisionTime,OutcomeType,RewardCollected,MovementDuration,TotalPresses,TotalScore,PracticeScore,AdditionalInfo,StartX,StartY,EndX,EndY,StepDuration,TirednessRating,ParticipantFeedback,PenaltyType,PenaltyDuration,RemainingTime,CompletedTrials,ElapsedTime,CalibrationPhase1,CalibrationPhase2,CalibrationPhase3,CalibrationMax,CalibrationAvg,CalibrationEasy,CalibrationMedium,CalibrationHard,CalibrationPhase1Rate,CalibrationPhase2Rate,CalibrationPhase3Rate,CalibrationMaxRate,CheckPhase,QuestionNumber,QuestionType,QuestionText,SelectedAnswer,CorrectAnswer,IsCorrect,ResponseTime,Check1Score,Check2Score,Check3Score,ComprehensionScore,TotalCheckScore,FailedAttempts,ContinueButtonClicked,ButtonAction,RedirectURL,TrialRate,TotalBlocks,TrialsPerBlock,TotalTrials,BlockOrder,BlockDistribution,SetupTime,IsValidConfiguration,ConfigurationHash,IsPractice,StartTime,MessageType,Details,AverageRTForBlock,MedianRTForBlock,Duration,Points,Outcome,TotalMovementDuration,TotalButtonPresses,Collected,Time,CollisionTime,PressData,EndTime,Rating,Scale,ScaleDescription,Scene,TotalTime,FeedbackProvided,MovementDuration,TotalPresses,TrialDuration,Tag,PhaseNumber,TotalPresses,Duration,PressesPerSecond,Category,PhaseType,Phase1_Presses,Phase1_Rate,Phase2_Presses,Phase2_Rate,Phase3_Presses,Phase3_Rate,MaxPressRate,EasyLevel_Presses,MediumLevel_Presses,HardLevel_Presses,PressRange,PressRangePercentage,CheckPhase,QuestionNumber,QuestionType,QuestionText,SelectedAnswer,CorrectAnswer,IsCorrect,ResponseTime,PhaseType,Score,AverageTimePerQuestion,OldScore,NewScore,ResetReason,CurrentTotalScore,CurrentPracticeScore
2025-03-27 19:30:08.800,CalibrationPhase,88,85,Female,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-
2025-03-27 19:30:20.604,CalibrationPhase,88,85,Female,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-
2025-03-27 19:30:30.835,CalibrationPhase,88,85,Female,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-
2025-03-27 19:30:30.839,CalibrationComplete,88,85,Female,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,30,31,31,22,1,2,4,1.00,6.00,6.20,6.20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-27 19:30:55.256,TrialStart,88,85,Female,0,1,-,-,-,-,-,-,-,-,-,-,Practice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-27 19:30:56.668,DecisionOutcome,88,85,Female,0,1,3,4,Skip,0.819,Skip,False,0.000,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-27 19:30:56.670,ScoreUpdate,88,85,Female,0,1,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True,-,-,-,-,-,-,0,PracticeScoreAdded,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-27 19:31:00.190,InfoMessage,88,85,Female,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Practice Score Manager Destroyed,Final Practice Score: 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-27 19:31:00.681,DecisionOutcome,88,85,Female,0,2,3,4,Skip,0.453,Skip,False,0.000,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-27 19:31:00.684,ScoreUpdate,88,85,Female,0,2,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True,-,-,-,-,-,-,0,PracticeScoreAdded,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-27 19:31:04.315,InfoMessage,88,85,Female,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Practice Score Manager Destroyed,Final Practice Score: 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-27 19:31:04.687,DecisionOutcome,88,85,Female,0,3,1,1,Skip,0.346,Skip,False,0.000,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-27 19:31:04.690,ScoreUpdate,88,85,Female,0,3,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True,-,-,-,-,-,-,0,PracticeScoreAdded,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-27 19:31:08.487,InfoMessage,88,85,Female,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Practice Score Manager Destroyed,Final Practice Score: 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-27 19:31:08.840,DecisionOutcome,88,85,Female,0,4,1,1,Skip,0.307,Skip,False,0.000,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-27 19:31:08.842,ScoreUpdate,88,85,Female,0,4,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True,-,-,-,-,-,-,0,PracticeScoreAdded,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
