Timestamp,EventType,ParticipantID,ParticipantAge,ParticipantGender,BlockNumber,TrialNumber,EffortLevel,RequiredPresses,DecisionType,DecisionTime,OutcomeType,RewardCollected,MovementDuration,TotalPresses,TotalScore,PracticeScore,AdditionalInfo,StartX,StartY,EndX,EndY,StepDuration,TirednessRating,ParticipantFeedback,PenaltyType,PenaltyDuration,RemainingTime,CompletedTrials,ElapsedTime
2025-03-24 00:05:42.364,InfoMessage,6639ba1a258d1a06a958a91d,21,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Score Manager Destroyed,Final Total Score: 0, Final Practice Score: 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-24 00:05:43.651,MovementStart,6639ba1a258d1a06a958a91d,21,Male,-,1,-,-,-,-,-,-,-,-,-,-,-,-5.50,2.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-24 00:05:43.752,MovementStep,6639ba1a258d1a06a958a91d,21,Male,-,1,-,-,-,-,-,-,-,-,-,-,-,-5.50,2.50,-4.50,2.50,0.101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-24 00:05:44.384,MovementStart,6639ba1a258d1a06a958a91d,21,Male,-,1,-,-,-,-,-,-,-,-,-,-,-,-4.50,2.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-24 00:05:44.485,MovementStep,6639ba1a258d1a06a958a91d,21,Male,-,1,-,-,-,-,-,-,-,-,-,-,-,-4.50,2.50,-3.50,2.50,0.101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-24 00:05:45.149,MovementStart,6639ba1a258d1a06a958a91d,21,Male,-,1,-,-,-,-,-,-,-,-,-,-,-,-3.51,2.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-24 00:05:45.249,MovementStep,6639ba1a258d1a06a958a91d,21,Male,-,1,-,-,-,-,-,-,-,-,-,-,-,-3.51,2.50,-2.51,2.50,0.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-24 00:05:45.929,MovementStart,6639ba1a258d1a06a958a91d,21,Male,-,1,-,-,-,-,-,-,-,-,-,-,-,-2.51,2.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-24 00:05:46.029,MovementStep,6639ba1a258d1a06a958a91d,21,Male,-,1,-,-,-,-,-,-,-,-,-,-,-,-2.51,2.50,-1.51,2.50,0.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-24 00:05:46.734,MovementStart,6639ba1a258d1a06a958a91d,21,Male,-,1,-,-,-,-,-,-,-,-,-,-,-,-1.51,2.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-24 00:05:46.768,CollisionTime,6639ba1a258d1a06a958a91d,21,Male,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,17.100,-,-,-,-,-,-,-,-,-,3.757,-,4.180
