Timestamp,EventType,ParticipantID,ParticipantAge,ParticipantGender,BlockNumber,TrialNumber,EffortLevel,RequiredPresses,DecisionType,DecisionTime,OutcomeType,RewardCollected,MovementDuration,TotalPresses,TotalScore,PracticeScore,AdditionalInfo,StartX,StartY,EndX,EndY,StepDuration,TirednessRating,ParticipantFeedback,PenaltyType,PenaltyDuration
2025-03-23 00:18:07.878,DecisionOutcome,6639ba1a258d1a06a958a91d,21,Male,2,53,1,2,NoDecision,2.500,Timeout,False,0.000,0,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:07.917,ScoreUpdate,6639ba1a258d1a06a958a91d,21,Male,2,53,-,-,-,-,-,-,-,-,30,0,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:07.918,PenaltyStart,6639ba1a258d1a06a958a91d,21,Male,-,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NoDecision,5
2025-03-23 00:18:10.177,BlockTimeStatus,6639ba1a258d1a06a958a91d,21,Male,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:13.199,BlockTimeStatus,6639ba1a258d1a06a958a91d,21,Male,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:13.430,InfoMessage,6639ba1a258d1a06a958a91d,21,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:15.918,DecisionOutcome,6639ba1a258d1a06a958a91d,21,Male,2,54,3,5,NoDecision,2.500,Timeout,False,0.000,0,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:15.919,ScoreUpdate,6639ba1a258d1a06a958a91d,21,Male,2,54,-,-,-,-,-,-,-,-,30,0,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:15.920,PenaltyStart,6639ba1a258d1a06a958a91d,21,Male,-,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NoDecision,5
2025-03-23 00:18:21.933,BlockTimeStatus,6639ba1a258d1a06a958a91d,21,Male,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:22.570,BlockTimeStatus,6639ba1a258d1a06a958a91d,21,Male,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:22.879,InfoMessage,6639ba1a258d1a06a958a91d,21,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:26.673,DecisionOutcome,6639ba1a258d1a06a958a91d,21,Male,2,55,3,5,NoDecision,2.500,Timeout,False,0.000,0,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:26.715,ScoreUpdate,6639ba1a258d1a06a958a91d,21,Male,2,55,-,-,-,-,-,-,-,-,30,0,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:26.717,PenaltyStart,6639ba1a258d1a06a958a91d,21,Male,-,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NoDecision,5
2025-03-23 00:18:32.231,BlockTimeStatus,6639ba1a258d1a06a958a91d,21,Male,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:32.522,InfoMessage,6639ba1a258d1a06a958a91d,21,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:34.261,BlockTimeStatus,6639ba1a258d1a06a958a91d,21,Male,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
