Timestamp,EventType,ParticipantID,ParticipantAge,ParticipantGender,BlockNumber,TrialNumber,EffortLevel,RequiredPresses,DecisionType,DecisionTime,OutcomeType,RewardCollected,MovementDuration,TotalPresses,TotalScore,PracticeScore,AdditionalInfo,StartX,StartY,EndX,EndY,StepDuration,TirednessRating,ParticipantFeedback
2025-03-21 14:56:05.092,ExperimentSetup,675b473fc50c2d9d8f0afbff,18,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-1,-2,1,2,Block1=1;Block2=1,2025-03-21 14:56:05,True,274E183A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-21 14:56:05.923,ExperimentStart,675b473fc50c2d9d8f0afbff,18,Male,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True,2025-03-21 14:56:05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-21 14:56:41.367,CalibrationPhase,675b473fc50c2d9d8f0afbff,18,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-
2025-03-21 14:56:52.933,CalibrationPhase,675b473fc50c2d9d8f0afbff,18,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-
2025-03-21 14:57:03.869,CalibrationPhase,675b473fc50c2d9d8f0afbff,18,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-
2025-03-21 14:57:03.875,CalibrationSummary,675b473fc50c2d9d8f0afbff,18,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-21 14:57:03.876,CalibrationLevels,675b473fc50c2d9d8f0afbff,18,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-21 14:57:34.137,TrialStart,675b473fc50c2d9d8f0afbff,18,Male,0,1,-,-,-,-,-,-,-,-,-,-,Practice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-21 14:57:35.427,DecisionOutcome,675b473fc50c2d9d8f0afbff,18,Male,0,1,3,5,Skip,1.102,Skip,False,0.000,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-21 14:57:35.430,ScoreUpdate,675b473fc50c2d9d8f0afbff,18,Male,0,1,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True,-,-,-,-,-,-,-,0,PracticeScoreAdded,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-21 14:57:38.603,InfoMessage,675b473fc50c2d9d8f0afbff,18,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Practice Score Manager Destroyed,Final Practice Score: 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-21 14:57:41.424,PracticeTrialStart,675b473fc50c2d9d8f0afbff,18,Male,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-21 14:57:42.694,MovementStart,675b473fc50c2d9d8f0afbff,18,Male,-,2,-,-,-,-,-,-,-,-,-,-,-,2.50,0.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-21 14:57:42.695,MovementStep,675b473fc50c2d9d8f0afbff,18,Male,-,2,-,-,-,-,-,-,-,-,-,-,-,2.50,0.50,1.50,0.50,0.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-21 14:57:43.141,MovementStart,675b473fc50c2d9d8f0afbff,18,Male,-,2,-,-,-,-,-,-,-,-,-,-,-,1.50,0.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-21 14:57:43.142,MovementStep,675b473fc50c2d9d8f0afbff,18,Male,-,2,-,-,-,-,-,-,-,-,-,-,-,1.50,0.50,0.50,0.50,0.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-21 14:57:43.618,MovementStart,675b473fc50c2d9d8f0afbff,18,Male,-,2,-,-,-,-,-,-,-,-,-,-,-,0.50,0.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
